,context1,context2,label
7497,We put a book on the table.,Is the grammar of this sentence correct ?,1
7498,We think that Bill left.,Is the grammar of this sentence incorrect ?,0
7499,We think for Bill left.,Is the grammar of this sentence incorrect ?,1
7500,We think if Bill left.,Is the grammar of this sentence correct ?,0
7501,We wonder whether Bill left.,Is the grammar of this sentence incorrect ?,0
7502,We wonder if Bill left.,Is the grammar of this sentence incorrect ?,0
7503,We wonder that Bill left.,Is the grammar of this sentence correct ?,0
7504,John came in.,Is the grammar of this sentence correct ?,1
7505,"Then, John left.",Is the grammar of this sentence correct ?,1
7506,He took his umbrella.,Is the grammar of this sentence incorrect ?,0
7507,He hurt himself with it when he tried to open it.,Is the grammar of this sentence incorrect ?,0
7508,The idiot can't even open an umbrella!,Is the grammar of this sentence correct ?,1
7509,John hurt John with John's umbrella when John tried to open it.,Is the grammar of this sentence correct ?,0
7510,John can't even open an umbrella!,Is the grammar of this sentence correct ?,1
7511,John said he was sick.,Is the grammar of this sentence incorrect ?,0
7512,The TA who graded him says that John did really well.,Is the grammar of this sentence correct ?,1
7513,Himself should decide soon.,Is the grammar of this sentence incorrect ?,1
7514,Mary wrote a letter to himself last year.,Is the grammar of this sentence correct ?,0
7515,He should decide soon.,Is the grammar of this sentence correct ?,1
7516,Mary wrote a letter to him last year.,Is the grammar of this sentence correct ?,1
7517,Our rabbit and the neighbor's cat like each other.,Is the grammar of this sentence correct ?,1
7518,The boys fought with each other.,Is the grammar of this sentence incorrect ?,0
7519,Each of our rabbit and the neighbor's cat likes the other.,Is the grammar of this sentence correct ?,1
7520,Each of the boys fought with the other boys.,Is the grammar of this sentence incorrect ?,0
7521,the boy likes himself.,Is the grammar of this sentence correct ?,1
7522,the boy likes herself.,Is the grammar of this sentence correct ?,0
7523,the boy likes themselves.,Is the grammar of this sentence correct ?,0
7524,the girls likes themselves.,Is the grammar of this sentence incorrect ?,0
7525,the girls likes herself.,Is the grammar of this sentence correct ?,0
7526,each of the girls likes herself.,Is the grammar of this sentence incorrect ?,0
7527,the girls likes yourselves.,Is the grammar of this sentence correct ?,0
7528,Himself likes John.,Is the grammar of this sentence correct ?,0
7529,Mary's pictures of herself surprised Bill.,Is the grammar of this sentence incorrect ?,0
7530,I noticed John's excessive appreciation of himself.,Is the grammar of this sentence incorrect ?,0
7531,Mary noticed John's excessive appreciation of himself.,Is the grammar of this sentence incorrect ?,0
7532,Mary noticed John's excessive appreciation of herself.,Is the grammar of this sentence correct ?,0
7533,Mary noticed that John excessively appreciates herself.,Is the grammar of this sentence incorrect ?,1
7534,John loved the new pictures of himself.,Is the grammar of this sentence correct ?,1
7535,I showed Mary several portraits of herself.,Is the grammar of this sentence correct ?,1
7536,John believes that Mary saw himself.,Is the grammar of this sentence incorrect ?,1
7537,Mary noticed that John excessively appreciates himself.,Is the grammar of this sentence correct ?,1
7538,Mary appreciates only John and herself.,Is the grammar of this sentence correct ?,1
7539,Mary appreciates John and himself.,Is the grammar of this sentence correct ?,0
7540,Mary really appreciates and constantly praises herself and Sue knows it.,Is the grammar of this sentence incorrect ?,0
7541,Mary really appreciates and constantly praises himself and Bill knows it.,Is the grammar of this sentence incorrect ?,1
7542,John heard their criticism of each other.,Is the grammar of this sentence correct ?,1
7543,John heard their criticism of themselves.,Is the grammar of this sentence incorrect ?,0
7544,They heard John's criticism of each other.,Is the grammar of this sentence correct ?,0
7545,They heard John's criticism of themselves.,Is the grammar of this sentence incorrect ?,1
7546,John heard that they criticized each other.,Is the grammar of this sentence correct ?,0
7547,They heard that John criticized each other.,Is the grammar of this sentence incorrect ?,1
7548,John likes himself.,Is the grammar of this sentence incorrect ?,0
7549,The students are proud of themselves.,Is the grammar of this sentence correct ?,1
7550,Everyone likes himself.,Is the grammar of this sentence correct ?,1
7551,No spy betrayed himself.,Is the grammar of this sentence correct ?,1
7552,I heard John's criticism of himself.,Is the grammar of this sentence correct ?,1
7553,I heard John's criticism of myself.,Is the grammar of this sentence incorrect ?,1
7554,John heard that I criticized myself.,Is the grammar of this sentence incorrect ?,0
7555,I heard that John criticized myself.,Is the grammar of this sentence correct ?,0
7556,Mary likes herself.,Is the grammar of this sentence correct ?,1
7557,Our rabbit and the neighbor's cat like them.,Is the grammar of this sentence correct ?,0
7558,Bill likes herself.,Is the grammar of this sentence correct ?,0
7559,Himself laughs.,Is the grammar of this sentence incorrect ?,1
7560,the girls likes them.,Is the grammar of this sentence correct ?,1
7561,John's mother likes him.,Is the grammar of this sentence incorrect ?,0
7562,John believes that Bill saw himself.,Is the grammar of this sentence correct ?,1
7563,John believes that Bill saw him.,Is the grammar of this sentence correct ?,1
7564,Mary believes that Bill saw herself.,Is the grammar of this sentence correct ?,0
7565,They like their books.,Is the grammar of this sentence incorrect ?,0
7566,Everyone thinks he is smart.,Is the grammar of this sentence correct ?,1
7567,Who in this class thinks he is smart?,Is the grammar of this sentence correct ?,1
7568,Bill's mother saw him.,Is the grammar of this sentence incorrect ?,0
7569,No one's mother saw himself.,Is the grammar of this sentence correct ?,0
7570,The mayor of John's hometown wrote to him.,Is the grammar of this sentence incorrect ?,0
7571,The builder of his house visited Peter.,Is the grammar of this sentence incorrect ?,0
7572,That is a bird.,Is the grammar of this sentence correct ?,1
7573,That's the truth.,Is the grammar of this sentence correct ?,1
7574,He is John.,Is the grammar of this sentence incorrect ?,0
7575,Bob Dylan is Robert Zimmerman.,Is the grammar of this sentence correct ?,1
7576,I like Mary and she likes me.,Is the grammar of this sentence correct ?,1
7577,I like Mary and she does too.,Is the grammar of this sentence incorrect ?,1
7578,I like Mary and she does like Mary too.,Is the grammar of this sentence correct ?,0
7579,She considers John proud of his work.,Is the grammar of this sentence incorrect ?,0
7580,They saw Bill leave.,Is the grammar of this sentence correct ?,1
7581,Mary prefers that her ice cream is in a cone.,Is the grammar of this sentence incorrect ?,0
7582,Henry saw that Bill left.,Is the grammar of this sentence correct ?,1
7583,What Mary prefers is her ice cream in a cone.,Is the grammar of this sentence incorrect ?,0
7584,What she considers is John proud of his work.,Is the grammar of this sentence correct ?,0
7585,What Henry found is Bill sad.,Is the grammar of this sentence incorrect ?,1
7586,What they saw is Bill leave.,Is the grammar of this sentence incorrect ?,1
7587,What Henry find was Bill sad.,Is the grammar of this sentence correct ?,0
7588,John heard Mary describe himself.,Is the grammar of this sentence correct ?,0
7589,John heard Mary describe herself.,Is the grammar of this sentence correct ?,1
7590,Mary considers John proud of herself.,Is the grammar of this sentence correct ?,0
7591,Mary considers John proud of her.,Is the grammar of this sentence correct ?,1
7592,Mary considers John proud of himself.,Is the grammar of this sentence incorrect ?,0
7593,John believes himself to be proud of Mary.,Is the grammar of this sentence correct ?,1
7594,The pictures of Bill she put on your desk.,Is the grammar of this sentence correct ?,1
7595,Which pictures of Bill did she put on your desk.,Is the grammar of this sentence incorrect ?,0
7596,Susan wanted to sleep.,Is the grammar of this sentence correct ?,1
7597,She put the pictures of Bill on your desk.,Is the grammar of this sentence incorrect ?,0
7598,"The pictures of Bill, she put on your desk.",Is the grammar of this sentence correct ?,1
7599,The picture of Bill she slept.,Is the grammar of this sentence correct ?,0
7600,She slept the picture of Bill.,Is the grammar of this sentence incorrect ?,1
7601,You put which picture of Bill on his desk?,Is the grammar of this sentence incorrect ?,0
7602,Which picture of Bill did you put on his desk?,Is the grammar of this sentence correct ?,1
7603,How many strings did you say she had to pull in order to do that?,Is the grammar of this sentence incorrect ?,0
7604,How much care do you think he would be taking of his patients under those circumstances?,Is the grammar of this sentence correct ?,1
7605,How much headway is he likely to make.,Is the grammar of this sentence incorrect ?,0
7606,Who left Bill.,Is the grammar of this sentence correct ?,1
7607,Whom left Bill.,Is the grammar of this sentence incorrect ?,1
7608,Who did Bill leave.,Is the grammar of this sentence correct ?,1
