,label,context
7931,0,Has not the potion worked
7932,0,Gomez's photograph of Pugsley of Lucy's
7933,0,Will can he do it?
7934,1,Humans love to eat the old pigs.
7935,0,He could might go
7936,1,It's under the bed that's the best place to hide
7937,1,He left.
7938,1,That picture of her pleases Jenny.
7939,1,Constantly reading Shakespeare satisfied me
7940,1,There was a dragon in the cave.
7941,1,People like lard.
7942,1,These ones are to be smuggled from Hungary.
7943,0,Emily showed himself to Benjamin in the mirror.
7944,0,I said that that Jason was jealous annoyed Medea
7945,1,We donated a chopper to the new hospital
7946,1,These expensive and illegal bottles of Absinthe are to be smuggled from Hungary.
7947,1,A programme about Euripides is on a Radio 4 tonight.
7948,1,Lucy's analysis was the most successful
7949,0,I am having eaten seaweed.
7950,1,Medea tried to poison her children.
7951,0,Anson demonized old
7952,1,What I said was that we would go.
7953,1,There are many fish in the sea.
7954,1,Jason gave the poisoned clothes to who?
7955,0,By is eaten monkey banana that the being
7956,1,Benjamin said he would run away and he did.
7957,1,Who is sailing to Ithaca?
7958,1,They sat on Mary.
7959,1,Julie filed letters to herself.
7960,1,He looked it up
7961,1,Who's there?
7962,0,There was he in the garden.
7963,1,He might no could have done it
7964,0,Gilgamesh didn't ate the honey
7965,1,The sheep cries
7966,1,For Aphrodite to appear to be happy would be impossible.
7967,0,Who did Plato listen to DP Demosthenes' oration about?
7968,0,Me gave it to him.
7969,1,"If one were to steal talismans from witches, then that would be dangerous."
7970,1,Bill did not destroy the world.
7971,1,Both the twins might have been at the party.
7972,1,That Plato loved Aster was obvious.
7973,1,The pigs grunt
7974,0,where place are you living.
7975,0,Who was for Medea to poison awful?
7976,0,Julie maintained if the barman was sober.
7977,1,The analysis of Lucy took longer than that of Gomez.
7978,0,Julie became a fond.
7979,1,I climbed up the tree.
7980,1,I inquired when we could leave.
7981,1,Where Alison and David soaked their feet was in the kitchen
7982,0,What Medea wondered if was the potion was ready
7983,1,That photograph of Jane of Lucy's
7984,1,The constant reading of Shakespeare satisfied me
7985,0,Medea wondered if that the potion was ready
7986,1,What she thought was that the poison was neutralised
7987,1,"Because she had got the highest marks, Medea was happy"
7988,1,When did you arrive?
7989,1,Which poisonous plant is it certain that we will find in Amazonia?
7990,1,The microphone salesman's 0 irritating patter was relentless.
7991,1,The Paris I used to know is no more
7992,1,Sam gave the cloak to Lee and gave the magic chalice to Matthew.
7993,1,Gilgamesh has eaten the honey
7994,1,"I will eat a mango, and Gillian will too."
7995,1,Computer viruses increased in virulence last year.
7996,1,"At Trade, Anson danced extremely frantically"
7997,1,Richard is going to chop some wood.
7998,1,The poem that Homer wrote.
7999,1,Who did drink the poison?
8000,1,Evan's every idea was completely insane.
8001,1,"Sally is making scones, and Gillian is too."
8002,1,Everyone claimed that the poison was neutralized.
8003,0,Jonathan persuaded Kate to lick himself.
8004,1,That Jason arrived infuriated Medea.
8005,1,"Medea was happy, because she had got the highest marks"
8006,1,Keep yourself clean!
8007,1,Cassandra has foretold disaster again.
8008,1,Bill's reading of Shakespeare satisfied me
8009,1,Who poisoned who?
8010,1,Pigs love truffles.
8011,1,Owners of pigs love truffles
8012,1,"So quickly did the vampire move, that we barely saw him."
8013,1,Humans love to eat those pigs.
8014,0,She has kissed she.
8015,0,Jason intended for he to learn magic.
8016,1,Jason persuaded Medea to be treated by the doctor
8017,1,It is true that I might be doing something other than going to the party.
8018,1,Jason expected Medea to be treated by the doctor
8019,0,I found there.
8020,1,Moya said she liked football.
8021,1,Anson became the Mayor
8022,1,Kane ate dirt.
8023,1,Benjamin gave the cloak to Nathan
8024,0,The fig chuckled
8025,1,"Poseidon had run away, because the executioner murdered Hera."
8026,1,A description of Aristotle is in the book.
8027,1,Julie and Jenny did.
8028,1,It's quarter past four.
8029,1,Owners of a pig love to eat truffles.
8030,0,That whether the world is round is unknown bothered Athena.
8031,1,No one expected Agamemnon to to win
8032,1,Euclid was interested in Plato's description of geometry.
8033,0,Every reading Shakespeare satisfied me
8034,0,Can will he do it?
8035,1,Medea poisoned who?
8036,0,He looked up it
8037,0,who guy did you see.
8038,0,We kicked myself
8039,0,"Who would Poseidon run away, if the executioner murdered?"
8040,0,Anson kissed him
8041,1,which city the claim that Philip would invade.
8042,1,I haven't left yet
8043,0,I am eating a mango and Gillian has too.
8044,0,letter is on the table
8045,1,Who ate the cake?
8046,1,Why did you say that you were leaving?
8047,1,Michael left Meg
8048,0,Aphrodite quickly may free the animals
8049,1,The reading of Shakespeare satisfied me
8050,0,The weather rained
8051,0,Gilgamesh seek may Ishtar
8052,1,No one expected to win.
8053,0,Who did that Plato loved seem to be known by everyone.
8054,1,The bear sniffs
8055,1,It hung on the wall.
8056,0,Jason killed.
8057,0,Many people were there playing on the beach
8058,1,Know yourself!
8059,1,Agamemnon attempted to behave well.
8060,1,Julie felt he was there
8061,1,He thought that Dracula was the Prince of Darkness.
8062,1,I have eaten already
8063,1,It is not true that I have left yet.
8064,0,That monkeys is eating the banana.
8065,1,I could have been flying helicopters by now.
8066,0,Anson put a book
8067,0,Gilgamesh might have not been reading the cuneiform tablets.
8068,1,I asked if Medea poisoned Jason.
8069,1,Who did you persuade to go?
8070,1,What did you get all for Xmas?
8071,1,Some disgruntled old pigs in those ditches love truffles
8072,1,Jason was killed.
8073,0,I would like to might do it
8074,0,Peter is some disgruntled old pigs in those ditches.
8075,0,There was him in the garden.
8076,1,Gilgamesh is in the dungeon.
8077,1,Anson will come to the party.
8078,1,Gilgamesh has never flown a dragon.
8079,0,Julie maintained her own questions over the course of the argument.
8080,1,"His analysis, I never liked."
8081,1,That bottle of water might.
8082,0,Did Medea poison who?
8083,1,She took a picture of the phoenix
8084,0,Look after herself!
8085,1,Who did Medea poison?
8086,1,I tried for to get them.
8087,1,Who did you introduce Athena to?
8088,1,Can I keep the screwdriver just like a carpenter keep the screwdriver?
8089,1,Jason refrained from casting the spell
8090,1,Andrew likes lard on his sandwiches
8091,1,Who seemed to have left first?
8092,0,Ron asked that the potion was ready
8093,1,Hierarchy of Projections:
8094,1,We decided to paint the bathroom a lurid lime green colour.
8095,1,She kicked her
8096,0,He knows he.
8097,1,I believed there to be three books on the subject.
8098,0,The child wail
8099,1,Which girl ate the cake?
8100,1,That Plato lived in the city of Athens was well-known.
8101,0,Collapsed Harry.
8102,1,For you to do that would be a mistake.
8103,0,Jason thinks who Medea had poisoned.
8104,1,I believe she is pregnant
8105,1,No one expected him to to win.
8106,1,"He'll no can do it, can he?"
8107,0,Which poem did you hear Homer's recital of last night?
8108,1,"Raffi slept well, and Gillian will too"
8109,1,He's bound to should do it
8110,1,It might have cracked open
8111,1,Where did Perseus see the Gorgon?
8112,1,The scissors are lost
8113,1,Gilgamesh should be slowly tickling the mandrake
8114,0,Agamemnon seems PRO to be a maniac
8115,0,Myself saw me
8116,1,I believed she was pregnant
8117,1,Anson gave Fluffy to Jenny.
8118,1,The very old and extremely wise owl.
8119,0,Who did that Plato loved prove to be his undoing.
8120,0,What Medea believed was Jason to be a murderer.
8121,1,The owl hated the evil bat and loved the wise eagle.
8122,1,No one could remove the blood on the wall
8123,0,He can can go
8124,0,Gillian has made pasta and David is too.
8125,0,Jason intended for PRO to learn magic.
8126,1,The boys should could all go
8127,0,I assumed to be innocent
8128,1,Anson danced extremely frantically at Trade.
8129,0,The Gorgon is easy to believe the claim that Perseus slew.
8130,0,She kicked itself
8131,1,Julie became a fond of Lloyd.
8132,1,Lee's youngest and Dawn's oldest son ran away.
8133,1,Anson kicked the cat
8134,1,Merlin is extremely evil.
8135,1,Syntax is easy to pretend that you can teach.
8136,1,I want to eat macaroni
8137,1,Which ode did which poet write?
8138,0,What she thought that was the poison was neutralised
8139,1,Who drank the poison?
8140,1,What Medea arranged was for her children to be poisoned.
8141,1,No one's mother had baked anything.
8142,1,What kind of actor is he?
8143,1,What did she eat?
8144,0,"Frantically at, Anson danced extremely Trade"
8145,1,I have often a cold.
8146,1,Who did Maria say that she'd kiss and kick?
8147,1,Where did they go all for their holidays?
8148,1,They came running over the hill and through the woods
8149,0,The airport yawned
8150,1,How quickly did you eat the cake?
8151,1,Many fish are in the sea.
8152,1,They arrived first
8153,1,People were playing on the beach.
8154,0,Benjamin gave to Lee it.
8155,0,He liked Anson.
8156,0,The bear sniff
8157,0,I inquired could we leave early.
8158,1,The bears sniff
8159,0,I persuaded there to be a problem.
8160,1,His book
8161,1,He looked the number up
8162,1,Has Jenny eaten a cake?
8163,1,Which goddess helped us?
8164,1,Medea killed Jason.
8165,1,Ron certainly will buy a dog.
8166,0,They shaved David and Anson.
8167,0,We believed to be the headmaster
8168,1,Which king did you wonder invaded which city?
8169,1,No one expected Agamemnon to win.
8170,0,The day snowed
8171,1,Gilgamesh never flies dragons.
8172,0,Keep myself clean!
8173,1,The dragons have all been slain.
8174,0,Did that Medea killed her children upset Jason?
8175,1,The amoeba coughed and then it fainted.
8176,1,I want to sing
8177,1,He will can go
8178,0,Medea seemed that has poisoned Jason.
8179,1,Having read Shakespeare satisfied me
8180,0,Peter is owners of pigs.
8181,0,Odysseus attempted the helmsman to hear the sirens.
8182,1,Gilgamesh may seek Ishtar
8183,1,The librarian likes books.
8184,1,Alison and David soaked their feet after dinner
8185,1,Mary is faster than John is.
8186,1,Alison and David soaked their feet in the kitchen
8187,0,You kicked you
8188,1,Did you see Mary?
8189,1,"Raffi has made pasta, and David has too."
8190,1,There seemed to be three men in the garden.
8191,1,That Medea murdered Jason didn't surprise anyone.
8192,1,Moya's football team loved her
8193,0,I sent she away.
8194,1,Jason persuaded Medea that she should desert her family
8195,0,Aphrodite stinks to be omnipotent.
8196,1,Every reading of Shakespeare satisfied me
8197,0,Bill reading Shakespeare and Maureen singing Schubert satisfy me
8198,1,"When the executioner arrived, Poseidon was asleep"
8199,1,They kicked themselves
8200,1,Many vampires have become vegetarian.
